400, PA5-H-Unknown-Output.txt
    4.4780,   -18.4939,     6.7814,   -22.3074,    33.2305,    -0.7161
   -2.4183   -13.8784    -3.9027    -2.4018   -13.8911    -3.9369     0.0400
    9.5456    -6.7485    21.1412     9.5326    -6.7930    21.1306     0.0476
  -23.0349     9.7756   -20.0502   -23.0821     9.7476   -20.0275     0.0594
   -5.3882   -25.7124   -37.6960    -5.3251   -25.6439   -37.7640     0.1153
   24.6868    -3.0826    49.7019    24.6532    -3.1593    49.7066     0.0839
   10.1187   -10.7283   -19.3136    10.1321   -10.6629   -19.3360     0.0705
  -29.3962   -11.2806   -13.2727   -29.3849   -11.3467   -13.3083     0.0759
  -19.1375   -20.7391   -46.0693   -19.0862   -20.6878   -46.1282     0.0934
  -12.6548    -9.9330    -1.2189   -12.6512    -9.9825    -1.2455     0.0563
   13.6463    -0.0298   -24.7611    13.6307     0.0613   -24.7538     0.0927
   -8.4060    -3.2286    20.5504    -8.4298    -3.3237    20.5438     0.0982
  -24.0413   -27.9038   -29.1322   -23.9756   -27.9127   -29.2114     0.1033
   -3.6549    10.9329    43.5747    -3.7281    10.7909    43.6083     0.1633
  -23.3201   -27.3764   -32.9296   -23.2546   -27.3730   -33.0073     0.1017
    7.7142    -9.6709   -19.8688     7.7246    -9.6109   -19.8891     0.0642
   30.8176   -11.1988     9.4691    30.8225   -11.1502     9.4525     0.0515
   29.0189    -3.3262   -11.8674    29.0087    -3.2252   -11.8640     0.1016
    2.4005    -0.0761   -15.2730     2.3812    -0.0433   -15.2689     0.0383
   34.1507     6.7181    21.6511    34.0992     6.7449    21.6841     0.0668
   -5.8999   -26.6893   -24.7664    -5.8387   -26.6569   -24.8368     0.0987
  -23.6150   -17.8154   -45.3852   -23.5726   -17.7788   -45.4376     0.0767
  -16.7653    -7.7457   -49.9745   -16.7503    -7.6762   -49.9979     0.0748
   -5.0473     1.9035    46.1154    -5.0952     1.7500    46.1245     0.1610
   26.6445    22.3594    58.1107    26.5338    22.2675    58.1846     0.1618
   14.9751    -9.6627   -23.3241    14.9870    -9.5722   -23.3423     0.0930
  -13.6773    17.3703    27.9029   -13.7639    17.2415    27.9504     0.1623
  -28.5540   -13.4170   -45.1702   -28.5247   -13.3951   -45.2123     0.0557
  -10.7848   -23.6389   -44.9752   -10.7253   -23.5664   -45.0394     0.1137
   24.6649     1.7756   -16.5828    24.6414     1.8769   -16.5671     0.1052
  -28.1677     9.9995   -23.0055   -28.2146     9.9645   -22.9838     0.0624
   27.6107     2.7159    47.8046    27.5610     2.6531    47.8257     0.0828
   36.2095     1.7184     1.1952    36.1801     1.8057     1.2148     0.0942
   -1.9711     3.9620    52.7755    -2.0273     3.7997    52.7912     0.1724
    1.5314   -13.2754   -38.9100     1.5590   -13.1826   -38.9425     0.1021
   34.2748    -2.6677     0.9175    34.2582    -2.5856     0.9246     0.0841
   -8.2507    29.2791    44.1723    -8.3776    29.1232    44.2539     0.2169
  -32.7141   -16.7288   -19.0729   -32.6849   -16.7893   -19.1244     0.0846
   32.2795    12.9740    14.7827    32.2122    13.0141    14.8318     0.0925
   -1.5870     9.8462    58.0070    -1.6623     9.6714    58.0388     0.1929
   24.3796    -4.2979    47.1304    24.3504    -4.3687    47.1316     0.0766
   -4.9291    23.2870    19.6924    -5.0296    23.2062    19.7581     0.1447
  -28.5983   -15.5699   -12.4906   -28.5747   -15.6360   -12.5374     0.0844
  -17.9701    11.1488   -33.9495   -18.0160    11.1730   -33.9219     0.0588
   -3.1541   -12.9040     6.7943    -3.1445   -12.9474     6.7628     0.0545
  -17.6462    10.5799   -39.7156   -17.6884    10.6205   -39.6897     0.0640
   21.8150   -13.8185    -5.7607    21.8328   -13.7555    -5.7875     0.0707
